probe,group_kind,group,n,pct_reads_mean,pct_reads_min,pct_reads_max,n_layers,band_lo,band_hi,ref_tpr_mean,ref_fpr_mean,gap_position_mean
eval_v2,category,Fraud/Deception,83,75.93163351078732,0.0,97.59036144578313,43,0,42,0.705906976744186,0.256906976744186,nan
harm_v2,category,Fraud/Deception,83,49.87391426169795,0.0,100.0,43,0,42,0.6385581395348837,0.2213953488372093,nan
persona_v2,category,Fraud/Deception,83,77.30456710563185,0.0,95.18072289156626,43,0,42,0.805767441860465,0.14439534883720928,nan
story_v2_1k,category,Fraud/Deception,83,18.156346315494535,0.0,92.7710843373494,43,0,42,0.9593953488372092,0.053744186046511634,nan
eval_v2,category,Government decision-making,80,69.97093023255815,0.0,92.5,43,0,42,0.705906976744186,0.256906976744186,nan
harm_v2,category,Government decision-making,80,52.55813953488372,0.0,100.0,43,0,42,0.6385581395348837,0.2213953488372093,nan
persona_v2,category,Government decision-making,80,69.88372093023256,0.0,96.25,43,0,42,0.805767441860465,0.14439534883720928,nan
story_v2_1k,category,Government decision-making,80,12.034883720930232,0.0,86.25,43,0,42,0.9593953488372092,0.053744186046511634,nan
eval_v2,category,Harassment/Discrimination,63,70.1734957548911,0.0,98.41269841269842,43,0,42,0.705906976744186,0.256906976744186,nan
harm_v2,category,Harassment/Discrimination,63,65.96530084902179,0.0,100.0,43,0,42,0.6385581395348837,0.2213953488372093,nan
persona_v2,category,Harassment/Discrimination,63,70.06275378368402,0.0,95.23809523809524,43,0,42,0.805767441860465,0.14439534883720928,nan
story_v2_1k,category,Harassment/Discrimination,63,18.863049095607234,0.0,98.41269841269842,43,0,42,0.9593953488372092,0.053744186046511634,nan
eval_v2,category,Malware/Hacking,64,72.16569767441861,0.0,96.875,43,0,42,0.705906976744186,0.256906976744186,nan
harm_v2,category,Malware/Hacking,64,57.667151162790695,0.0,100.0,43,0,42,0.6385581395348837,0.2213953488372093,nan
persona_v2,category,Malware/Hacking,64,67.51453488372093,0.0,87.5,43,0,42,0.805767441860465,0.14439534883720928,nan
story_v2_1k,category,Malware/Hacking,64,20.094476744186046,0.0,90.625,43,0,42,0.9593953488372092,0.053744186046511634,nan
eval_v2,category,Physical harm,63,74.12329272794389,0.0,96.82539682539682,43,0,42,0.705906976744186,0.256906976744186,nan
harm_v2,category,Physical harm,63,65.70690291620525,0.0,96.82539682539682,43,0,42,0.6385581395348837,0.2213953488372093,nan
persona_v2,category,Physical harm,63,73.38501291989665,0.0,98.41269841269842,43,0,42,0.805767441860465,0.14439534883720928,nan
story_v2_1k,category,Physical harm,63,15.466961978589886,0.0,92.06349206349206,43,0,42,0.9593953488372092,0.053744186046511634,nan
eval_v2,category,Privacy,80,73.72093023255815,0.0,97.5,43,0,42,0.705906976744186,0.256906976744186,nan
harm_v2,category,Privacy,80,59.50581395348837,0.0,100.0,43,0,42,0.6385581395348837,0.2213953488372093,nan
persona_v2,category,Privacy,80,67.20930232558139,0.0,86.25,43,0,42,0.805767441860465,0.14439534883720928,nan
story_v2_1k,category,Privacy,80,16.453488372093023,0.0,96.25,43,0,42,0.9593953488372092,0.053744186046511634,nan
eval_v2,category,Sexual/Adult content,37,70.20741671904462,0.0,100.0,43,0,42,0.705906976744186,0.256906976744186,nan
harm_v2,category,Sexual/Adult content,37,67.88183532369581,0.0,100.0,43,0,42,0.6385581395348837,0.2213953488372093,nan
persona_v2,category,Sexual/Adult content,37,67.56756756756758,0.0,100.0,43,0,42,0.805767441860465,0.14439534883720928,nan
