axis_a,axis_b,layer,depth,cos,reliability_a,reliability_b,cos_disattenuated
harm_v2,eval_v2,1,0.0238,-0.18255896797469168,0.9700585856988125,0.9843584023335722,-0.18682180497664477
harm_v2,eval_v2,2,0.0476,-0.14984282483309436,0.9852199355406098,0.9851237167007451,-0.15209816301974277
harm_v2,eval_v2,3,0.0714,-0.12704857409797718,0.9859421746980664,0.9868224912473659,-0.12880257735801035
harm_v2,eval_v2,4,0.0952,-0.05377724453277489,0.9867132734288021,0.9893211138866598,-0.054429509638012956
harm_v2,eval_v2,5,0.119,-0.0879155865634138,0.9889267220040829,0.987029698375046,-0.08898539074316275
harm_v2,eval_v2,6,0.1429,-0.05322543968829769,0.9875484794506421,0.9871825004829423,-0.05390652310946258
harm_v2,eval_v2,7,0.1667,-0.012115671756047648,0.9880341904367329,0.9890880489238443,-0.012255866871541364
harm_v2,eval_v2,8,0.1905,-0.007581136945545293,0.9865417608723126,0.9886052905004667,-0.007676533327150219
harm_v2,eval_v2,9,0.2143,-0.0302659804941568,0.9868755972218998,0.9872809528987302,-0.030662189511087293
harm_v2,eval_v2,10,0.2381,-0.05677998349840129,0.9866430879570529,0.9875838470010303,-0.05752123926540025
harm_v2,eval_v2,11,0.2619,-0.05508693052732045,0.9892651159247442,0.9881741089862668,-0.05571543056056364
harm_v2,eval_v2,12,0.2857,-0.02133365238019719,0.9893204647196578,0.9880169420052826,-0.021578165611286303
harm_v2,eval_v2,13,0.3095,0.0012597904944428428,0.9898497206928295,0.9867118658742591,0.0012747309170693289
harm_v2,eval_v2,14,0.3333,-0.03679571184302292,0.9931984582927545,0.9844762926611329,-0.03721144711455597
harm_v2,eval_v2,15,0.3571,-0.03501214393147002,0.9930615236947167,0.9843266981933764,-0.03541285939231689
harm_v2,eval_v2,16,0.381,-0.06995584369406403,0.9941343887428892,0.982649211282699,-0.07077863702895143
harm_v2,eval_v2,17,0.4048,-0.08010494459060064,0.99401460174449,0.9820694954200556,-0.08107590994247904
harm_v2,eval_v2,18,0.4286,-0.018129125329996068,0.9926480584286335,0.9819919513499373,-0.018362222201750284
harm_v2,eval_v2,19,0.4524,-0.0402966407857361,0.9922842579752864,0.9834067608786,-0.04079286407461086
harm_v2,eval_v2,20,0.4762,-0.05846673866292798,0.9923648900278251,0.9843457069461317,-0.05915607461998801
harm_v2,eval_v2,21,0.5,-0.027717864199538613,0.9919111661420866,0.9835616693667218,-0.028062255557715615
harm_v2,eval_v2,22,0.5238,-0.03464690610066879,0.993048819352384,0.9834541490933207,-0.03505920799113157
harm_v2,eval_v2,23,0.5476,-0.07436853388601464,0.99256289860284,0.9811996989077755,-0.07535837031699615
harm_v2,eval_v2,24,0.5714,-0.09906258668296863,0.9936373224155062,0.976467117338578,-0.10056964208304778
harm_v2,eval_v2,25,0.5952,-0.08424309689799608,0.9938618402055307,0.9766325784079011,-0.0855077959313281
harm_v2,eval_v2,26,0.619,-0.08647564039204757,0.9938871915067716,0.9772748833460888,-0.08774388737860507
harm_v2,eval_v2,27,0.6429,-0.04544675765641105,0.9941919529644323,0.9839041233069714,-0.04595062177305107
harm_v2,eval_v2,28,0.6667,-0.05093682311276257,0.9938043206686497,0.9843566967562176,-0.05149975518066744
